Gene,Gene Name,log_2 fold change
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207089"" target=""_blank"">ENSG00000207089</a>",RNU6-921P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252978"" target=""_blank"">ENSG00000252978</a>",RN7SKP183,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000159455"" target=""_blank"">ENSG00000159455</a>",LCE2B,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162601"" target=""_blank"">ENSG00000162601</a>",MYSM1,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108821"" target=""_blank"">ENSG00000108821</a>",COL1A1,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000100697"" target=""_blank"">ENSG00000100697</a>",DICER1,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000156009"" target=""_blank"">ENSG00000156009</a>",MAGEA8,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000246223"" target=""_blank"">ENSG00000246223</a>",LINC01550,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000146476"" target=""_blank"">ENSG00000146476</a>",ARMT1,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000149968"" target=""_blank"">ENSG00000149968</a>",MMP3,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000150594"" target=""_blank"">ENSG00000150594</a>",ADRA2A,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200238"" target=""_blank"">ENSG00000200238</a>",RNA5SP133,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201148"" target=""_blank"">ENSG00000201148</a>",RNA5SP42,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139233"" target=""_blank"">ENSG00000139233</a>",LLPH,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000152580"" target=""_blank"">ENSG00000152580</a>",IGSF10,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201210"" target=""_blank"">ENSG00000201210</a>",RNA5SP139,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240173"" target=""_blank"">ENSG00000240173</a>",RN7SL771P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240403"" target=""_blank"">ENSG00000240403</a>",KIR3DL2,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240474"" target=""_blank"">ENSG00000240474</a>",RN7SL116P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241248"" target=""_blank"">ENSG00000241248</a>",RN7SL727P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000147894"" target=""_blank"">ENSG00000147894</a>",C9orf72,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000147905"" target=""_blank"">ENSG00000147905</a>",ZCCHC7,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201023"" target=""_blank"">ENSG00000201023</a>",RNY3P11,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240014"" target=""_blank"">ENSG00000240014</a>",RN7SL254P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000078177"" target=""_blank"">ENSG00000078177</a>",N4BP2,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204701"" target=""_blank"">ENSG00000204701</a>",OR2J3,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239419"" target=""_blank"">ENSG00000239419</a>",RN7SL535P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000065518"" target=""_blank"">ENSG00000065518</a>",NDUFB4,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000064313"" target=""_blank"">ENSG00000064313</a>",TAF2,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000266467"" target=""_blank"">ENSG00000266467</a>",RN7SL220P,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000010438"" target=""_blank"">ENSG00000010438</a>",PRSS3,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000030066"" target=""_blank"">ENSG00000030066</a>",NUP160,1.6
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000019505"" target=""_blank"">ENSG00000019505</a>",SYT13,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000047188"" target=""_blank"">ENSG00000047188</a>",YTHDC2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000052802"" target=""_blank"">ENSG00000052802</a>",MSMO1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000066654"" target=""_blank"">ENSG00000066654</a>",THUMPD1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000074410"" target=""_blank"">ENSG00000074410</a>",CA12,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000268104"" target=""_blank"">ENSG00000268104</a>",SLC6A14,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000271814"" target=""_blank"">ENSG00000271814</a>",RN7SKP290,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000272804"" target=""_blank"">ENSG00000272804</a>",KRTAP10-7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000273142"" target=""_blank"">ENSG00000273142</a>",LINC02604,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207044"" target=""_blank"">ENSG00000207044</a>",RNU6-1226P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000203795"" target=""_blank"">ENSG00000203795</a>",FAM24A,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204291"" target=""_blank"">ENSG00000204291</a>",COL15A1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204544"" target=""_blank"">ENSG00000204544</a>",MUC21,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205495"" target=""_blank"">ENSG00000205495</a>",OR52J3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205702"" target=""_blank"">ENSG00000205702</a>",CYP2D7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000201447"" target=""_blank"">ENSG00000201447</a>",RNA5SP509,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202188"" target=""_blank"">ENSG00000202188</a>",SNORD115-31,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000202368"" target=""_blank"">ENSG00000202368</a>",Y_RNA,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200152"" target=""_blank"">ENSG00000200152</a>",RNU6-216P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200325"" target=""_blank"">ENSG00000200325</a>",Y_RNA,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200521"" target=""_blank"">ENSG00000200521</a>",Y_RNA,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207744"" target=""_blank"">ENSG00000207744</a>",MIR10B,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000199702"" target=""_blank"">ENSG00000199702</a>",RNU6-170P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000199836"" target=""_blank"">ENSG00000199836</a>",RNU1-47P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000199880"" target=""_blank"">ENSG00000199880</a>",RNU6-888P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196151"" target=""_blank"">ENSG00000196151</a>",WDSUB1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196224"" target=""_blank"">ENSG00000196224</a>",KRTAP5-3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196967"" target=""_blank"">ENSG00000196967</a>",ZNF585A,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187118"" target=""_blank"">ENSG00000187118</a>",CMC1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000187754"" target=""_blank"">ENSG00000187754</a>",SSX7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188581"" target=""_blank"">ENSG00000188581</a>",KRTAP1-1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188811"" target=""_blank"">ENSG00000188811</a>",NHLRC3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184224"" target=""_blank"">ENSG00000184224</a>",NDUFV1-DT,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000185947"" target=""_blank"">ENSG00000185947</a>",ZNF267,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000186767"" target=""_blank"">ENSG00000186767</a>",SPIN4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000210107"" target=""_blank"">ENSG00000210107</a>",MT-TQ,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000210151"" target=""_blank"">ENSG00000210151</a>",MT-TS1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212938"" target=""_blank"">ENSG00000212938</a>",KRTAP6-3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179799"" target=""_blank"">ENSG00000179799</a>",OR7E22P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180008"" target=""_blank"">ENSG00000180008</a>",SOCS4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180090"" target=""_blank"">ENSG00000180090</a>",OR3A1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180383"" target=""_blank"">ENSG00000180383</a>",DEFB124,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000180596"" target=""_blank"">ENSG00000180596</a>",H2BC4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176092"" target=""_blank"">ENSG00000176092</a>",CRYBG2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176200"" target=""_blank"">ENSG00000176200</a>",OR4D11,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176358"" target=""_blank"">ENSG00000176358</a>",TAC4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000176742"" target=""_blank"">ENSG00000176742</a>",OR51V1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000216863"" target=""_blank"">ENSG00000216863</a>",LY86-AS1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000219545"" target=""_blank"">ENSG00000219545</a>",UMAD1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000221836"" target=""_blank"">ENSG00000221836</a>",OR2A5,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000223087"" target=""_blank"">ENSG00000223087</a>",RNU6-602P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000170802"" target=""_blank"">ENSG00000170802</a>",FOXN2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000171863"" target=""_blank"">ENSG00000171863</a>",RPS7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000173335"" target=""_blank"">ENSG00000173335</a>",CST9,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000174914"" target=""_blank"">ENSG00000174914</a>",OR9G1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000175398"" target=""_blank"">ENSG00000175398</a>",OR10P1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000169862"" target=""_blank"">ENSG00000169862</a>",CTNND2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000165124"" target=""_blank"">ENSG00000165124</a>",SVEP1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000165487"" target=""_blank"">ENSG00000165487</a>",MICU2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000166145"" target=""_blank"">ENSG00000166145</a>",SPINT1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163811"" target=""_blank"">ENSG00000163811</a>",WDR43,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164073"" target=""_blank"">ENSG00000164073</a>",MFSD8,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164078"" target=""_blank"">ENSG00000164078</a>",MST1R,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164332"" target=""_blank"">ENSG00000164332</a>",UBLCP1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164609"" target=""_blank"">ENSG00000164609</a>",SLU7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000228915"" target=""_blank"">ENSG00000228915</a>",OR7E128P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230655"" target=""_blank"">ENSG00000230655</a>",OR7E55P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000231436"" target=""_blank"">ENSG00000231436</a>",RBMY3AP,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000233827"" target=""_blank"">ENSG00000233827</a>",CCNQP1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000234444"" target=""_blank"">ENSG00000234444</a>",ZNF736,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000156531"" target=""_blank"">ENSG00000156531</a>",PHF6,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000157423"" target=""_blank"">ENSG00000157423</a>",HYDIN,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000157869"" target=""_blank"">ENSG00000157869</a>",RAB28,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162366"" target=""_blank"">ENSG00000162366</a>",PDZK1IP1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162813"" target=""_blank"">ENSG00000162813</a>",BPNT1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000152661"" target=""_blank"">ENSG00000152661</a>",GJA1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000153283"" target=""_blank"">ENSG00000153283</a>",CD96,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000154760"" target=""_blank"">ENSG00000154760</a>",SLFN13,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000156136"" target=""_blank"">ENSG00000156136</a>",DCK,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000235908"" target=""_blank"">ENSG00000235908</a>",RHOA-IT1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241229"" target=""_blank"">ENSG00000241229</a>",RN7SL443P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000147174"" target=""_blank"">ENSG00000147174</a>",GCNA,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000147262"" target=""_blank"">ENSG00000147262</a>",GPR119,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000148737"" target=""_blank"">ENSG00000148737</a>",TCF7L2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151229"" target=""_blank"">ENSG00000151229</a>",SLC2A13,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151612"" target=""_blank"">ENSG00000151612</a>",ZNF827,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151657"" target=""_blank"">ENSG00000151657</a>",KIN,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151881"" target=""_blank"">ENSG00000151881</a>",TMEM267,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000139329"" target=""_blank"">ENSG00000139329</a>",LUM,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000141194"" target=""_blank"">ENSG00000141194</a>",OR4D1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000142675"" target=""_blank"">ENSG00000142675</a>",CNKSR1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143443"" target=""_blank"">ENSG00000143443</a>",C1orf56,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000143546"" target=""_blank"">ENSG00000143546</a>",S100A8,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000144229"" target=""_blank"">ENSG00000144229</a>",THSD7B,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000145431"" target=""_blank"">ENSG00000145431</a>",PDGFC,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243137"" target=""_blank"">ENSG00000243137</a>",PSG4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243147"" target=""_blank"">ENSG00000243147</a>",MRPL33,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243782"" target=""_blank"">ENSG00000243782</a>",RN7SL78P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244537"" target=""_blank"">ENSG00000244537</a>",KRTAP4-2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244734"" target=""_blank"">ENSG00000244734</a>",HBB,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000135070"" target=""_blank"">ENSG00000135070</a>",ISCA1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138468"" target=""_blank"">ENSG00000138468</a>",SENP7,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138594"" target=""_blank"">ENSG00000138594</a>",TMOD3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138756"" target=""_blank"">ENSG00000138756</a>",BMP2K,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000129467"" target=""_blank"">ENSG00000129467</a>",ADCY4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000131876"" target=""_blank"">ENSG00000131876</a>",SNRPA1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132549"" target=""_blank"">ENSG00000132549</a>",VPS13B,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000123091"" target=""_blank"">ENSG00000123091</a>",RNF11,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000124875"" target=""_blank"">ENSG00000124875</a>",CXCL6,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000126803"" target=""_blank"">ENSG00000126803</a>",HSPA2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000112796"" target=""_blank"">ENSG00000112796</a>",ENPP5,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000116903"" target=""_blank"">ENSG00000116903</a>",EXOC8,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252223"" target=""_blank"">ENSG00000252223</a>",RNU6-1049P,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000106400"" target=""_blank"">ENSG00000106400</a>",ZNHIT1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000107362"" target=""_blank"">ENSG00000107362</a>",ABHD17B,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000107679"" target=""_blank"">ENSG00000107679</a>",PLEKHA1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000107897"" target=""_blank"">ENSG00000107897</a>",ACBD5,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000107951"" target=""_blank"">ENSG00000107951</a>",MTPAP,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000108602"" target=""_blank"">ENSG00000108602</a>",ALDH3A1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000110455"" target=""_blank"">ENSG00000110455</a>",ACCS,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000110768"" target=""_blank"">ENSG00000110768</a>",GTF2H1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000101166"" target=""_blank"">ENSG00000101166</a>",PRELID3B,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000102195"" target=""_blank"">ENSG00000102195</a>",GPR50,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000102837"" target=""_blank"">ENSG00000102837</a>",OLFM4,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000104497"" target=""_blank"">ENSG00000104497</a>",SNX16,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000104826"" target=""_blank"">ENSG00000104826</a>",LHB,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000078018"" target=""_blank"">ENSG00000078018</a>",MAP2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000082258"" target=""_blank"">ENSG00000082258</a>",CCNT2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000083307"" target=""_blank"">ENSG00000083307</a>",GRHL2,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000087250"" target=""_blank"">ENSG00000087250</a>",MT3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000088970"" target=""_blank"">ENSG00000088970</a>",KIZ,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000095627"" target=""_blank"">ENSG00000095627</a>",TDRD1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000255150"" target=""_blank"">ENSG00000255150</a>",EID3,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000258573"" target=""_blank"">ENSG00000258573</a>",RNASE11-AS1,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262188"" target=""_blank"">ENSG00000262188</a>",LINC01978,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000284701"" target=""_blank"">ENSG00000284701</a>",TMEM247,1.5
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000008952"" target=""_blank"">ENSG00000008952</a>",SEC62,1.5
